rebuild,update,nnz_reb,nnz_upd
0.2527455679955892,0.1071535800001584,1624217.0,1624606.0
0.2666073390064412,0.10668491900287336,1634066.0,1623507.0
0.2463811479974538,0.10436561000096845,1586940.0,1622817.0
0.24592730199947255,0.09009612500085495,1543982.0,1617861.0
0.27976863799995044,0.12184606899973005,1581879.0,1671388.0
0.2674787389987614,0.10988519099919358,1604303.0,1667557.0
0.2806094600018696,0.11275516699970467,1739029.0,1661261.0
0.2527788209990831,0.1080784349978785,1537702.0,1668381.0
0.25410154100245563,0.11819234700669767,1640423.0,1668249.0
0.2622408310053288,0.11221664400363807,1661914.0,1666542.0
0.26781859699985944,0.12880299000244122,1733576.0,1683360.0
0.26111853399925167,0.10886857700097607,1494232.0,1679423.0
0.26030042600177694,0.11414143400179455,1631811.0,1685409.0
0.26690789600252174,0.11774596699979156,1731912.0,1703354.0
0.2681794610034558,0.1126017970018438,1646782.0,1701483.0
0.294398865000403,0.11603252599888947,1522150.0,1701567.0
0.2573078489949694,0.11458787599985953,1598218.0,1701214.0
0.26114227800280787,0.09981287499977043,1601935.0,1698312.0
0.24237999700562796,0.11834218599688029,1505671.0,1712615.0
0.245487221996882,0.11432018000050448,1533922.0,1709408.0
0.2533006520025083,0.12365227499685716,1581789.0,1718323.0
0.24272871400171425,0.09634268999798223,1504942.0,1712684.0
0.24220227600017097,0.12177944499853766,1513264.0,1710710.0
0.2685222559957765,0.11816021499544149,1613957.0,1709847.0
0.24815914700593567,0.12440986399451504,1547493.0,1729206.0
0.24470040099549806,0.12407003699627239,1511021.0,1746655.0
0.24343984300503507,0.11506129400368081,1682079.0,1745896.0
0.2552715209967573,0.09922913600166794,1570995.0,1741117.0
0.2584030639991397,0.12075585099955788,1466131.0,1742182.0
0.2732084439994651,0.11771308400057023,1636497.0,1741905.0
0.24202044599951478,0.11130685500393156,1575243.0,1737701.0
0.24217247300111922,0.13385729000583524,1534721.0,1734459.0
0.23608696599694667,0.11699702300393255,1541772.0,1733195.0
0.25444984799833037,0.12578505700366804,1597872.0,1753933.0
0.2647638470007223,0.13881978100107517,1560276.0,1752141.0
0.26750894999713637,0.12038062600186095,1557497.0,1757704.0
0.24935442599962698,0.12071003900200594,1631119.0,1755899.0
0.2642573679986526,0.12391149500035681,1570826.0,1756542.0
0.2508668079972267,0.12689589900401188,1485300.0,1777039.0
0.2696109710013843,0.12468252899998333,1696533.0,1774148.0
0.25777403800020693,0.13068740000016987,1603516.0,1790138.0
0.2577597979980055,0.1256969250025577,1511963.0,1763648.0
0.2606998269984615,0.12278526400041301,1525547.0,1759128.0
0.27108132500143256,0.10390300500148442,1560526.0,1754820.0
0.274675519001903,0.1384757920022821,1688858.0,1803326.0
0.2615606659965124,0.12543829600326717,1521342.0,1779821.0
0.25131214399880264,0.12315685099747498,1618685.0,1780501.0
0.25670824899862055,0.10475553300057072,1572981.0,1754628.0
0.2612446720013395,0.12751542199839605,1503974.0,1753742.0
0.2608862620036234,0.13308810099988477,1509435.0,1794761.0
0.2614070999989053,0.10580004799703602,1612442.0,1753583.0
0.26354254099715035,0.13852802500332473,1559074.0,1756960.0
0.2742330279943417,0.13283439299993915,1498801.0,1743871.0
0.27934881200053496,0.13116424100007862,1686567.0,1761196.0
0.2679789520043414,0.12661364900122862,1553083.0,1766116.0
0.264723109001352,0.1035722300002817,1655778.0,1746657.0
0.2777292489990941,0.10704296300536953,1667078.0,1742434.0
